FLPDYR,RECID,aftertax_income,c00100,c04800,eitc
2019,447,8735.10,6600.00,0.00,2640.00
2019,448,9065.10,6600.00,0.00,2970.00
2019,449,6720.00,6720.00,0.00,514.08
2019,450,8490.72,6720.00,0.00,2284.80
2019,451,8893.92,6720.00,0.00,2688.00
2019,452,9229.92,6720.00,0.00,3024.00
2019,453,6720.00,6720.00,0.00,514.08
2019,454,8490.72,6720.00,0.00,2284.80
2019,455,8893.92,6720.00,0.00,2688.00
2019,456,9229.92,6720.00,0.00,3024.00
2019,457,6840.00,6840.00,0.00,523.26
2019,458,8642.34,6840.00,0.00,2325.60
2019,459,9052.74,6840.00,0.00,2736.00
2019,460,9394.74,6840.00,0.00,3078.00
2019,461,6840.00,6840.00,0.00,523.26
2019,462,8642.34,6840.00,0.00,2325.60
2019,463,9052.74,6840.00,0.00,2736.00
2019,464,9394.74,6840.00,0.00,3078.00
2019,465,6958.19,6960.00,0.00,530.63
2019,466,8793.96,6960.00,0.00,2366.40
2019,467,9211.56,6960.00,0.00,2784.00
2019,468,9559.56,6960.00,0.00,3132.00
2019,469,6958.19,6960.00,0.00,530.63
2019,470,8793.96,6960.00,0.00,2366.40
2019,471,9211.56,6960.00,0.00,2784.00
2019,472,9559.56,6960.00,0.00,3132.00
2019,473,7069.01,7080.00,0.00,530.63
2019,474,8945.58,7080.00,0.00,2407.20
2019,475,9370.38,7080.00,0.00,2832.00
2019,476,9724.38,7080.00,0.00,3186.00
2019,477,7069.01,7080.00,0.00,530.63
2019,478,8945.58,7080.00,0.00,2407.20
2019,479,9370.38,7080.00,0.00,2832.00
2019,480,9724.38,7080.00,0.00,3186.00
2019,481,7179.83,7200.00,0.00,530.63
2019,482,9097.20,7200.00,0.00,2448.00
2019,483,9529.20,7200.00,0.00,2880.00
2019,484,9889.20,7200.00,0.00,3240.00
2019,485,7179.83,7200.00,0.00,530.63
2019,486,9097.20,7200.00,0.00,2448.00
2019,487,9529.20,7200.00,0.00,2880.00
2019,488,9889.20,7200.00,0.00,3240.00
2019,489,7290.65,7320.00,0.00,530.63
2019,490,9248.82,7320.00,0.00,2488.80
2019,491,9688.02,7320.00,0.00,2928.00
2019,492,10054.02,7320.00,0.00,3294.00
2019,493,7290.65,7320.00,0.00,530.63
2019,494,9248.82,7320.00,0.00,2488.80
2019,495,9688.02,7320.00,0.00,2928.00
2019,496,10054.02,7320.00,0.00,3294.00
2019,497,7401.47,7440.00,0.00,530.63
2019,498,9400.44,7440.00,0.00,2529.60
2019,499,9846.84,7440.00,0.00,2976.00
2019,500,10218.84,7440.00,0.00,3348.00
2019,501,7401.47,7440.00,0.00,530.63
2019,502,9400.44,7440.00,0.00,2529.60
2019,503,9846.84,7440.00,0.00,2976.00
2019,504,10218.84,7440.00,0.00,3348.00
2019,505,7512.29,7560.00,0.00,530.63
2019,506,9552.06,7560.00,0.00,2570.40
2019,507,10005.66,7560.00,0.00,3024.00
2019,508,10383.66,7560.00,0.00,3402.00
2019,509,7512.29,7560.00,0.00,530.63
2019,510,9552.06,7560.00,0.00,2570.40
2019,511,10005.66,7560.00,0.00,3024.00
2019,512,10383.66,7560.00,0.00,3402.00
2019,513,7623.11,7680.00,0.00,530.63
2019,514,9703.68,7680.00,0.00,2611.20
2019,515,10164.48,7680.00,0.00,3072.00
2019,516,10548.48,7680.00,0.00,3456.00
2019,517,7623.11,7680.00,0.00,530.63
2019,518,9703.68,7680.00,0.00,2611.20
2019,519,10164.48,7680.00,0.00,3072.00
2019,520,10548.48,7680.00,0.00,3456.00
2019,521,7733.93,7800.00,0.00,530.63
2019,522,9855.30,7800.00,0.00,2652.00
2019,523,10323.30,7800.00,0.00,3120.00
2019,524,10713.30,7800.00,0.00,3510.00
2019,525,7733.93,7800.00,0.00,530.63
2019,526,9855.30,7800.00,0.00,2652.00
2019,527,10323.30,7800.00,0.00,3120.00
2019,528,10713.30,7800.00,0.00,3510.00
2019,529,7844.75,7920.00,0.00,530.63
2019,530,10006.92,7920.00,0.00,2692.80
2019,531,10482.12,7920.00,0.00,3168.00
2019,532,10878.12,7920.00,0.00,3564.00
2019,533,7844.75,7920.00,0.00,530.63
2019,534,10006.92,7920.00,0.00,2692.80
2019,535,10482.12,7920.00,0.00,3168.00
2019,536,10878.12,7920.00,0.00,3564.00
2019,537,7955.57,8040.00,0.00,530.63
2019,538,10158.54,8040.00,0.00,2733.60
2019,539,10640.94,8040.00,0.00,3216.00
2019,540,11042.94,8040.00,0.00,3618.00
2019,541,7955.57,8040.00,0.00,530.63
2019,542,10158.54,8040.00,0.00,2733.60
2019,543,10640.94,8040.00,0.00,3216.00
2019,544,11042.94,8040.00,0.00,3618.00
2019,545,8066.39,8160.00,0.00,530.63
2019,546,10310.16,8160.00,0.00,2774.40
2019,547,10799.76,8160.00,0.00,3264.00
2019,548,11207.76,8160.00,0.00,3672.00
2019,549,8066.39,8160.00,0.00,530.63
2019,550,10310.16,8160.00,0.00,2774.40
2019,551,10799.76,8160.00,0.00,3264.00
2019,552,11207.76,8160.00,0.00,3672.00
2019,553,8177.21,8280.00,0.00,530.63
2019,554,10461.78,8280.00,0.00,2815.20
2019,555,10958.58,8280.00,0.00,3312.00
2019,556,11372.58,8280.00,0.00,3726.00
2019,557,8177.21,8280.00,0.00,530.63
2019,558,10461.78,8280.00,0.00,2815.20
2019,559,10958.58,8280.00,0.00,3312.00
2019,560,11372.58,8280.00,0.00,3726.00
2019,561,8288.03,8400.00,0.00,530.63
2019,562,10613.40,8400.00,0.00,2856.00
2019,563,11117.40,8400.00,0.00,3360.00
2019,564,11537.40,8400.00,0.00,3780.00
2019,565,8288.03,8400.00,0.00,530.63
2019,566,10613.40,8400.00,0.00,2856.00
2019,567,11117.40,8400.00,0.00,3360.00
2019,568,11537.40,8400.00,0.00,3780.00
2019,569,8398.85,8520.00,0.00,530.63
2019,570,10765.02,8520.00,0.00,2896.80
2019,571,11276.22,8520.00,0.00,3408.00
2019,572,11702.22,8520.00,0.00,3834.00
2019,573,8398.85,8520.00,0.00,530.63
2019,574,10765.02,8520.00,0.00,2896.80
2019,575,11276.22,8520.00,0.00,3408.00
2019,576,11702.22,8520.00,0.00,3834.00
2019,577,8509.67,8640.00,0.00,530.63
2019,578,10916.64,8640.00,0.00,2937.60
2019,579,11435.04,8640.00,0.00,3456.00
2019,580,11867.04,8640.00,0.00,3888.00
2019,581,8509.67,8640.00,0.00,530.63
2019,582,10916.64,8640.00,0.00,2937.60
2019,583,11435.04,8640.00,0.00,3456.00
2019,584,11867.04,8640.00,0.00,3888.00
2019,585,8614.38,8760.00,0.00,524.52
2019,586,11068.26,8760.00,0.00,2978.40
2019,587,11593.86,8760.00,0.00,3504.00
2019,588,12031.86,8760.00,0.00,3942.00
2019,589,8620.49,8760.00,0.00,530.63
2019,590,11068.26,8760.00,0.00,2978.40
2019,591,11593.86,8760.00,0.00,3504.00
2019,592,12031.86,8760.00,0.00,3942.00
